ano,periodo,Centro,Faculdade/ Escola,curso,nivel,QTD-ingressante
1984,2,,,Psicologia,Mestrado,12
2010,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
1984,2,,,Química Orgânica ,Doutorado,1
2011,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
1984,2,,,Serviço Social,Mestrado,12
1984,2,,,Sociologia e Antropologia,Mestrado,1
1984,2,,,Tisiologia e Pneumologia,Mestrado,1
2011,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,8
1985,1,,,Administração,Mestrado,54
1985,1,,,Antropologia Social,Doutorado,2
1985,1,,,Antropologia Social,Mestrado,10
2012,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2013,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,13
2013,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,7
2014,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2014,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,9
2015,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2015,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2016,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2016,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2017,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2017,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,10
2018,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,11
2018,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,13
2019,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,5
2019,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,3
2020,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Composição Paisagística,Graduação,1
1969,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,1
1969,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,2
1985,1,,,Bioquímica,Doutorado,3
1985,1,,,Bioquímica,Mestrado,5
1985,1,,,Ciência e Tecnologia de Polímeros,Mestrado,7
1985,1,,,Ciências (Microbiologia),Doutorado,20
1985,1,,,Ciências (Microbiologia),Mestrado,15
1970,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,4
1971,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,7
1985,1,,,Ciências Biológicas (Biofísica),Doutorado,4
1985,1,,,Ciências Biológicas (Biofísica),Mestrado,14
1985,1,,,Ciências Biológicas (Botânica),Mestrado,5
1985,1,,,Ciências Biológicas (Genética),Doutorado,2
1985,1,,,Ciências Biológicas (Genética),Mestrado,2
1985,1,,,Ciências Biológicas (Zoologia),Mestrado,11
1971,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,10
1972,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,13
1972,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,6
1973,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,8
1973,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,1
1974,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,4
1974,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,9
1985,1,,,Cir Traum Buc Max Facial       ,Mestrado,4
1985,1,,,Clinica Obstetrica     ,Mestrado,4
1975,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,5
1976,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,2
1985,1,,,Comunicação,Doutorado,15
1985,1,,,Comunicação,Mestrado,41
1976,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,3
1978,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,1
1978,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,1
1986,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,1
1988,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Comun. e Editoracao,Graduação,1
1983,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Editoracao,Graduação,1
1985,1,,,Direito ,Doutorado,7
1984,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Editoracao,Graduação,5
1985,1,,,Direito                    ,Mestrado,6
1985,1,,,Economia da Indústria e da Tecnologia,Mestrado,13
1985,1,,,Educação,Doutorado,4
1985,1,,,Educação,Mestrado,44
1985,1,,,Endodontia          ,Mestrado,5
1986,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Editoracao,Graduação,2
1970,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,2
1971,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,17
1971,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,14
1985,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem Pediátrica,Especialização,1
1972,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,26
1985,1,,,Engenharia Biomédica,Doutorado,1
1985,1,,,Engenharia Biomédica,Mestrado,6
1985,1,,,Engenharia Civil,Doutorado,5
1972,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,13
1985,1,,,Engenharia Civil,Mestrado,49
1985,1,,,Engenharia de Produção,Doutorado,9
1973,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,13
1985,1,,,Engenharia de Produção,Mestrado,35
1985,1,,,Engenharia de Sistemas e Computação,Doutorado,14
1985,1,,,Engenharia de Sistemas e Computação,Mestrado,33
1985,1,,,Engenharia de Transportes,Mestrado,16
1985,1,,,Engenharia Elétrica,Doutorado,4
1985,1,,,Engenharia Elétrica,Mestrado,38
1973,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,16
1974,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,32
1985,1,,,Engenharia Mecânica,Doutorado,4
1974,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,21
1985,1,,,Engenharia Mecânica,Mestrado,21
1975,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,25
1985,1,,,Engenharia Metalúrgica e de Materiais,Doutorado,5
1985,1,,,Engenharia Metalúrgica e de Materiais,Mestrado,23
1975,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,27
1985,1,,,Engenharia Nuclear,Doutorado,2
1985,1,,,Engenharia Nuclear,Mestrado,22
1985,1,,,Engenharia Oceânica,Doutorado,1
1985,1,,,Engenharia Oceânica,Mestrado,30
1985,1,,,Engenharia Química,Doutorado,4
1976,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,34
1985,1,,,Engenharia Química,Mestrado,20
1976,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,23
1977,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,12
1985,1,,,Estatística,Mestrado,26
1977,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,19
1978,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,13
1978,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,11
1985,1,,,Filosofia,Doutorado,1
1979,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,2
1985,1,,,Filosofia,Mestrado,5
1985,1,,,Física,Doutorado,3
1979,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,1
1985,1,,,Fisica,Mestrado,6
1985,1,,,Fisico-Quimica           ,Mestrado,5
1981,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,1
1981,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,1
1985,1,,,Geografia,Mestrado,10
1985,1,,,Geologia,Doutorado,2
1984,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,1
1985,1,,,Geologia,Mestrado,21
1985,1,,,Ginecologia            ,Doutorado,4
1985,1,,,Ginecologia                  ,Mestrado,10
1987,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,1
1989,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicacao Social - Hab. Rel. Public. e P&P,Graduação,1
1985,1,,,História,Mestrado,8
1985,1,,,Letras (Ciência da Literatura),Doutorado,2
1985,1,,,Letras (Ciência da Literatura),Mestrado,3
1985,1,,,Letras (Letras Clássicas),Mestrado,2
1985,1,,,Letras (Letras Vernáculas),Doutorado,2
1985,1,,,Letras (Letras Vernáculas),Mestrado,6
1985,1,,,Letras (Lingüística e Filologia),Mestrado,2
1985,1,,,Letras Neolatinas,Mestrado,1
1955,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,1
1963,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,1
1966,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,1
1967,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,1
1968,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,1
1970,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,3
1970,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,1
1971,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,17
1971,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,16
1972,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,13
1972,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,14
1985,1,,,Matemática,Doutorado,6
1973,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,38
1985,1,,,Matemática,Mestrado,15
1973,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Jornalismo,Graduação,23
1985,1,,,Medicina (Anatomia Patológica),Mestrado,2
1985,1,,,Medicina (Cardiologia),Doutorado,1
1985,1,,,Medicina (Cardiologia),Mestrado,7
1985,1,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,4
1985,1,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,5
1985,1,,,Medicina (Radiologia),Doutorado,6
1985,1,,,Medicina (Radiologia),Mestrado,5
1985,1,,,Medicina - Cirurgia Geral ,Doutorado,1
1985,1,,,Medicina - Cirurgia Geral ,Mestrado,6
1985,1,,,Medicina - Dermatologia,Doutorado,3
1985,1,,,Medicina - Dermatologia ,Mestrado,6
1985,1,,,Medicina - Gastroenterologia,Mestrado,5
1985,1,,,Medicina Fisica e Reabilitacao   ,Mestrado,1
1985,1,,,Medicina-Ortopedia e Traumatologia ,Mestrado,7
